pmid,title,pub_year,cluster,domain,has_abstract
midus_doi_10_1177_01461672231162747,When high subjective social status becomes a burden: A Japan-U,2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1111_aphw_12576,Associations of global and specific components of positive psychological well-being with mortality risk: Findings from two cohort studies,2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_bbih_2024_100732,Biopsychosocial contexts influence adult cognitive function concurrently and longitudinally,2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_jpsychores_2024_111831,Social determinants of inflammatory markers linking depression and type 2 diabetes among women: A scoping review,2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1037_dev0001633,Purposeful and purposeless aging: Structural issues for sense of purpose and their implications for predicting life outcomes,2024,5,"Domain 5: life, satisfaction, purpose, later",FALSE
midus_doi_10_1177_19485506231166048,Valuing versus having: The contrary roles of valuing and having money and prestige on well-being,2024,1,"Domain 1: well, self, health, mental",FALSE
midus_doi_10_3390_ijerph21010062,The association of context with reported self-efficacy for cancer-preventive behaviors and perceived cancer risk in U,2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1037_pag0000823,Changes in essentialist beliefs about cognitive aging predicts changes in mental health: Evidence from a 10-year longitudinal study,2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1037_rel0000515,"Religion and well-being: What is the magnitude and the practical significance of the relationship? Psychology of Religion and Spirituality, 16(4), 367-377",2024,1,"Domain 1: well, self, health, mental",FALSE
midus_doi_10_1016_j_jad_2024_08_169,The reciprocal relationships between economic status and mental health: Investigating the between-person and within-person effects in a three-wave longitudinal study,2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1037_pspa0000411,Who feels they contribute to U,2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1093_geronb_gbad181,Diminished returns of higher parental education on cognition for Black adults in middle and later life,2024,8,"Domain 8: adults, older, middle, aged",FALSE
midus_doi_10_1037_fam0001173,"Discrimination, gender, and class: An intersectional investigation of Black Americans' personal and relational well-being",2024,1,"Domain 1: well, self, health, mental",FALSE
midus_doi_10_1016_j_ssmph_2024_101719,Local crime and substance use disorders: A comparison of midlife adults in the 1990s and 2000s,2024,8,"Domain 8: adults, older, middle, aged",FALSE
midus_doi_10_5114_cipp_171609,"The general factor of personality is related to emotional, psychological, and social well-being",2024,3,"Domain 3: psychological, well, social, health",FALSE
midus_doi_10_1037_emo0001333,"Too little, too much, and ""just right"": Exploring the ""goldilocks zone"" of daily stress reactivity",2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1007_978_3_031_55806_1,Meaningful aging via lifelong growth and development,2024,8,"Domain 8: adults, older, middle, aged",FALSE
midus_doi_10_1177_09637214241266818,The privilege of well-being in an increasingly unequal society,2024,1,"Domain 1: well, self, health, mental",FALSE
midus_doi_10_26736_hs_2024_01_07,"Enduring heroism in the face of inequality and injustice: Who steps up and why? Heroism Science, 9(1), Article 6",2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_psyneuen_2023_106946,"Insulin-like growth factor-1 and cognition in normoglycemia, prediabetes, and type 2 diabetes mellitus",2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_shaw_2024_01_001,Formulations of job strain and psychological distress: A four-year longitudinal study in Japan,2024,3,"Domain 3: psychological, well, social, health",FALSE
midus_doi_10_1016_j_jad_2024_08_107,"Self-esteem mediates child abuse predicting adulthood anxiety, depression, and substance use symptoms 18?years later",2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_ssresearch_2023_102949,On religious ambiguity: Childhood family religiosity and adult flourishing in a twin sample,2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1093_geronb_gbae155,The relationship between 10-year changes in cognitive control beliefs and cognitive performance in middle and later adulthood,2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1080_14927713_2024_2378802,Beyond the big five: A 10-year longitudinal study of personality traits predicting leisure-time physical activity among adults,2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_dr_2023_101104,Childhood socioeconomic position and later-life cognitive functioning in the U,2024,5,"Domain 5: life, satisfaction, purpose, later",FALSE
midus_doi_10_1007_s10869_023_09882_y,Hard work makes it hard to sleep: Work characteristics link to multidimensional sleep health phenotypes,2024,2,"Domain 2: sleep, quality, population, adults",FALSE
midus_doi_10_1016_j_paid_2023_112471,Spurious heritability of ability tilts: A comment on Coyle et al,2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1002_gps_6084,Personality traits and the risk of urinary incontinence: Evidence from three longitudinal samples,2024,6,"Domain 6: personality, traits, studies, longitudinal",FALSE
midus_doi_10_1093_geronb_gbae051,Personality and risk of arthritis in six longitudinal samples,2024,6,"Domain 6: personality, traits, studies, longitudinal",FALSE
midus_doi_10_1080_13607863_2024_2320135,"Physical, cognitive, and social activities as mediators between personality and cognition: Evidence from four prospective samples",2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1097_PSY_0000000000001263,Financial hardship and age-related decrements in kidney function among Black and White adults in the Midlife in the United States (MIDUS) study,2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_jad_2023_10_149,Purpose in life and stress: An individual-participant meta-analysis of 16 samples,2024,5,"Domain 5: life, satisfaction, purpose, later",FALSE
midus_doi_10_1027_1614_0001_a000408,"Changing ourselves: How does personality change relate to well-being and authenticity? Journal of Individual Differences, 45(1), 1-15",2024,6,"Domain 6: personality, traits, studies, longitudinal",FALSE
midus_doi_10_1097_PSY_0000000000001257,"Depression, inflammation, and the moderating role of metformin: Results from the Midlife in the United States (MIDUS) study and Sacramento Area Latino Study on Aging (SALSA)",2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1177_00914150231208680,Factors associated with working caregivers' well-being: Comparisons between Black and White working caregivers in the United States,2024,1,"Domain 1: well, self, health, mental",FALSE
midus_doi_10_1037_pag0000789,"Stability and change of optimism and pessimism in late midlife and old age across three independent studies Psychology and Aging, 39, 14-30",2024,7,"Domain 7: age, differences, subjective, cognitive",FALSE
midus_doi_10_1093_geront_gnae121,Capturing successful aging in daily life: Exploring the intensive longitudinal findings from a US national sample,2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1113_JP284807,Neutral sphingomyelinase regulates mechanotransduction in human engineered cardiac tissues and mouse hearts,2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1093_abm_kaae032,Multidimensional religiousness and spirituality are associated with lower interleukin-6 and C-reactive protein at midlife: Findings from the Midlife in the United States study,2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_dsx_2023_102933,A comprehensive evaluation of predictors of obesity in women during the perimenopausal period: A systematic review and narrative synthesis,2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_puhe_2024_03_006,Unveiling disparities: Examining differential item functioning's impact on racial health equity among white and black populations,2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_3389_fendo_2024_1431293,The association between blood vitamin E and blood pressure in an adult population with and without diabetes mellitus,2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1073_pnas_2320750121,The role of positive emotion in harmful health behavior: Implications for theory and public health campaigns,2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1007_s12529_023_10168_z,Prospective association of high effort and low reward imbalance at work with risk of diabetes: A cohort study in US workers,2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1177_19485506241257971,Does perceived similarity between present and future self predict well-being? A reanalysis and replication of Reiff et al,2024,1,"Domain 1: well, self, health, mental",FALSE
midus_doi_10_1007_s12529_023_10191_0,Associations for sense of purpose with smoking and health outcomes among adults with diabetes,2024,8,"Domain 8: adults, older, middle, aged",FALSE
midus_doi_10_1542_peds_2023_064690,The association of childhood parental connection with adult flourishing and depressive symptoms,2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1177_08902070231186344,"Perceptions of a good life: Associations with culture, age, wellbeing, and health",2024,7,"Domain 7: age, differences, subjective, cognitive",FALSE
midus_doi_10_1016_j_bbi_2024_07_033,Go take a hike: The effects of nature experiences on inflammation,2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1037_hea0001377,Loneliness dynamics and physical health symptomology among midlife adults in daily life,2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1080_10615806_2023_2258805,Psychological distress and self-reported mental disorders: The partially mediating role of coping strategies,2024,3,"Domain 3: psychological, well, social, health",FALSE
midus_doi_10_1093_geronb_gbae064,Longitudinal associations of family relationship quality with chronic pain incidence and persistence among aging African Americans,2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1177_08982643231184593,An early and unequal decline: Life course trajectories of cognitive aging in the United States,2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1136_bmjph_2023_000564,"Association between chronic pain and attrition: A prospective analysis of a national sample of midlife adults in the USA, 2004-2014",2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_jad_2024_04_068,"Daily stress reactivity and risk appraisal mediates childhood parental abuse predicting adulthood psychopathology severity: An 18-year longitudinal mediation analysis Journal of Affective Disorders, 358, 138-149",2024,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1111_jopy_12836,Job characteristics and personality change in young adulthood: A 12-year longitudinal study and replication,2024,6,"Domain 6: personality, traits, studies, longitudinal",FALSE
midus_doi_10_3389_fpsyt_2024_1443978,Positive psychological well-being and cardiovascular health,2024,3,"Domain 3: psychological, well, social, health",FALSE
midus_doi_10_1177_10398562231165439,Does menopause elevate the risk for developing depression and anxiety? Results from a systematic review,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1037_apl0001032,Toward a better understanding of the causal effects of role demands on work-family conflict: A genetic modeling approach,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1037_dev0001469,Longitudinal change in daily stress across 20 years of adulthood: Results from the national study of daily experiences,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_3389_fpubh_2023_1148671,Number of medications and polypharmacy are associated with frailty in older adults: Results from the Midlife in the United States study,2023,8,"Domain 8: adults, older, middle, aged",FALSE
midus_doi_10_1371_journal_pone_0281923,Asthma and its relationship with anthropometric markers among adults,2023,8,"Domain 8: adults, older, middle, aged",FALSE
midus_doi_10_7759_cureus_36738,Relationship between heart disease and obesity indicators among adults: A secondary data analysis,2023,8,"Domain 8: adults, older, middle, aged",FALSE
midus_doi_10_1007_s10865_023_00432_8,"Mapping the associations of daily pain, sleep, and psychological distress in a U",2023,3,"Domain 3: psychological, well, social, health",FALSE
midus_doi_10_1016_j_jpsychores_2023_111437,Day-to-day directional relationships between sleep duration and negative affect,2023,2,"Domain 2: sleep, quality, population, adults",FALSE
midus_doi_10_1016_j_jad_2022_12_082,Positive relations mediate the bidirectional connections between depression and anxiety symptoms,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_jad_2023_01_041,The mediating effect of stress reactivity in the 18-year bidirectional relationship between generalized anxiety and depression severity,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1007_s12144_021_02275_5,Exercise mediates the effect of job control on body mass index (BMI),2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_3390_ijerph20237099,Healthy eating as potential mediator of inverse association between purpose in life and waist circumference: Emerging evidence from US and Chilean cohorts,2023,5,"Domain 5: life, satisfaction, purpose, later",FALSE
midus_doi_10_1177_23337214231185912,Mind-body practice and family caregivers' subjective well-being: Findings from the Midlife in the United States (MIDUS) study,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1007_s10865_022_00387_2,"The relationship of daily physical activity and sleep in adults: Variations by age, sex, and race",2023,8,"Domain 8: adults, older, middle, aged",FALSE
midus_doi_10_1002_jclp_23576,The relationship between purpose in life and depression and anxiety: A meta-analysis,2023,5,"Domain 5: life, satisfaction, purpose, later",FALSE
midus_doi_10_1097_PR9_0000000000001068,Higher self-perceived stress reactivity is associated with increased chronic pain risk,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_3390_ijerph20126112,Do purpose in life and social support mediate the association between religiousness/spirituality and mortality? Evidence from the MIDUS national sample,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_socscimed_2023_115785,"Multiple forms of discrimination and inflammation in Black Americans: Are there differences by sex? Social Science and Medicine, 321, Article 115785",2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1007_978_3_031_32022_4,Aging and morality,2023,8,"Domain 8: adults, older, middle, aged",FALSE
midus_doi_10_1093_abm_kaab095,How families make their way into your Heart: Exploring the associations between daily experiences involving family members and cardiovascular health,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1007_s10865_022_00388_1,Sleep quality moderates the association between family bereavement and heart rate variability,2023,2,"Domain 2: sleep, quality, population, adults",FALSE
midus_doi_10_1037_pspp0000453,Growing old and being old: Emotional well-being across adulthood,2023,1,"Domain 1: well, self, health, mental",FALSE
midus_doi_10_3390_bs13040293,Older adults' advance aging and life satisfaction levels: Effects of lifestyles and health capabilities,2023,8,"Domain 8: adults, older, middle, aged",FALSE
midus_doi_10_1177_00220221221132786,Cultural variations in perceived partner responsiveness: The role of self-consistency,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1371_journal_pone_0283796,The moderating role of neighborhood disadvantage on the link between functional limitations and self-rated health,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1007_s12144_022_03714_7,Relationship between contentment and working memory capacity: Experimental and naturalistic evidence,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1371_journal_pone_0294667,"Exposure to childhood maltreatment predicts adult physiological dysregulation, particularly inflammation",2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_paid_2023_112187,The heritability of ability tilts,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_bbih_2022_100580,Intersectional vulnerability in the relationship between discrimination and inflammatory gene expression,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1007_s12144_021_02577_8,Association between anger and suicidal ideation,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1093_geronb_gbad116,Cumulative stress exposure and cognitive function among older adults: The moderating role of a healthy lifestyle,2023,8,"Domain 8: adults, older, middle, aged",FALSE
midus_doi_10_1016_j_chiabu_2023_106386,Adverse childhood experiences and all-cause mortality risk in adulthood,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_sleh_2023_06_007,A longitudinal examination of psychosocial mechanisms linking discrimination with objective and subjective sleep,2023,2,"Domain 2: sleep, quality, population, adults",FALSE
midus_doi_10_1080_13607863_2023_2220304,Longitudinal associations between mental health and social environment in older adults: A multilevel growth modeling,2023,8,"Domain 8: adults, older, middle, aged",FALSE
midus_doi_10_1177_0192513x211059831,Marital quality as a mechanism linking childhood abuse to mental health,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1177_02654075221137320,Childhood maltreatment and provision of support and strain to family relationships in adulthood: The role of social anxious and depressive symptoms,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_chiabu_2023_106189,Marital quality and depression as mediators linking childhood maltreatment to adult physical health,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1093_pubmed_fdac063,Childhood embedded: Childhood abuse and chronic physical health conditions over a 10-year period,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1177_01640275221108869,The longitudinal association between childhood abuse and positive and negative family interactions in midlife and older adults: The role of mindfulness meditation and gender,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1080_10410236_2022_2050007,Lipidemic effects of kissing are mediated by stress: Results from a national probability sample,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1111_jopy_12765,Comparing associations between personality and loneliness at midlife across three cultural groups,2023,6,"Domain 6: personality, traits, studies, longitudinal",FALSE
midus_doi_10_1080_10527001_2022_2111749,Adjacency neighborhood effects and owner-assessed home values,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_3390_ijerph20126171,Self-rated health and mortality: Moderation by purpose in life,2023,5,"Domain 5: life, satisfaction, purpose, later",FALSE
midus_doi_10_1080_02699931_2022_2146658,Top-down versus bottom-up processes in the formation of positive and negative retrospective affect,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_dialog_2022_100087,"In the midst of a pandemic, more introverted individuals may have a mortality advantage",2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_ssmph_2023_101513,"Is the pain killing you? Could pain interference be a warning signal for midlife mortality? SSM - Population Health, 24, Article 101513",2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_socscimed_2023_116399,"Economic distress, obesity, and the rise in pain",2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_3389_fpubh_2023_1261102,Smoking may compromise physical function long before it kills you,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1093_gerona_glad085,Cognition and mortality risk among midlife and older Americans,2023,8,"Domain 8: adults, older, middle, aged",FALSE
midus_doi_10_1249_JES_0000000000000310,Daily stress and microvascular dysfunction: The buffering effect of physical activity,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_3389_fphys_2023_1234427,"Cardiovascular variability, sociodemographics, and biomarkers of disease: The MIDUS study",2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1037_hea0001281,Combined effects of cumulative stress and daily stressors on daily health,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1515_bejeap_2022_0365,The long-term effects of unilateral divorce laws on the noncognitive skill of conscientiousness,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_21061_jvs_v9i1_405,Understanding differences between veterans and civilians on a range of biopsychological domains: Descriptive Report from the MIDUS II study,2023,7,"Domain 7: age, differences, subjective, cognitive",FALSE
midus_doi_10_1073_pnas_2212867120,"For living well, behaviors and circumstances matter just as much as psychological traits",2023,3,"Domain 3: psychological, well, social, health",FALSE
midus_doi_10_1177_23727322221150204,"National health guidelines for social connection: What is the evidence in support and what might the guidelines say? Policy Insights from the Behavioral and Brain Sciences, 10(1), 41-50",2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_neubiorev_2023_105431,Transdiagnostic biomarkers of mental illness across the lifespan: A systematic review examining the genetic and neural correlates of latent transdiagnostic dimensions of psychopathology in the general population,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1080_13548506_2022_2124287,The influences of depression and loneliness on A1C among middle-aged and older adults with diabetes,2023,8,"Domain 8: adults, older, middle, aged",FALSE
midus_doi_10_1038_s41598_023_37377_6,Associations between blood inflammatory markers and bone mineral density and strength in the femoral neck: Findings from the MIDUS II study,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1037_abn0000821,"Love, health, and the 'hood: An examination of romantic relationship adjustment and perceived neighborhood quality as predictors of partnered Black Americans' long-term psychological health",2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1177_02654075221105611,"Associations among financial well-being, daily relationship tension, and daily affect in two adult cohorts separated by the Great Recession",2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1111_aphw_12459,Affect variability and physical health: The moderating role of mean affect,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1093_abm_kaad034,"Age and sex differences in the associations among socioeconomic status, affective reactivity to daily stressors, and physical health in the MIDUS study",2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1007_s12144_022_02842_4,Personality traits and psychological well-being as moderators of the relationship between stressors and negative affect: A daily diary study,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1007_s10902_023_00673_z,Within-person associations between subjective well-being and Big Five personality traits,2023,6,"Domain 6: personality, traits, studies, longitudinal",FALSE
midus_doi_10_1016_j_paid_2022_111912,Within-person associations between Big Five traits and religiosity,2023,6,"Domain 6: personality, traits, studies, longitudinal",FALSE
midus_doi_10_1111_bjop_12596,Reciprocal relationships between personality traits and psychological well-being,2023,6,"Domain 6: personality, traits, studies, longitudinal",FALSE
midus_doi_10_1016_j_bbih_2023_100696,Inflammatory biomarkers link perceived stress with metabolic dysregulation,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_socscimed_2023_116299,"Loneliness and risk for cardiovascular disease in the United States and Japan: The effects of nationality, collectivism, and gender",2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1111_bjhp_12638,Behavioural clusters characteristic of cardiovascular reactivity profiles relate to poorer health outcomes,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1007_s41042_023_00101_w,Chronic pain and affective experiences associated with daily stressors and uplifts,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1097_PSY_0000000000001233,Racial and educational disparities in cumulative exposure to hardships of the 2008 Great Recession and inflammation,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_ssresearch_2022_102797,The limited role of personal goal striving in status attainment,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1002_jts_22956,"Age differences in long-term mortality among male nonveterans, noncombat veterans, and combat veterans",2023,7,"Domain 7: age, differences, subjective, cognitive",FALSE
midus_doi_10_1016_j_biopsycho_2023_108663,Heart rate reactivity mediates the relationship between trait gratitude and acute myocardial infarction,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1177_01640275221121588,Social mobility and sense of purpose from midlife to old age: Examining the role of major life events,2023,5,"Domain 5: life, satisfaction, purpose, later",FALSE
midus_doi_10_1016_j_bbi_2023_05_010,Can inflammation predict social media use? Linking a biological marker of systemic inflammation with social media use among college students and middle-aged adults,2023,8,"Domain 8: adults, older, middle, aged",FALSE
midus_doi_10_1371_journal_pone_0291752,Childhood abuse and opioid prescription use in adulthood: Differences between non-Hispanic Whites and non-Hispanic Blacks in the United States,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1037_hea0001276,"Lifespan psychosocial stressors, optimism, and hemodynamic acute stress response in a national sample",2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1093_geronb_gbad047,Adults older than age 55 engage in less diverse activities than those 18 years ago,2023,8,"Domain 8: adults, older, middle, aged",FALSE
midus_doi_10_1093_geronb_gbac192,Who has active lifestyles? Sociodemographic and personality correlates of activity diversity in two samples of adults,2023,8,"Domain 8: adults, older, middle, aged",FALSE
midus_doi_10_1016_j_jpsychores_2023_111434,Social activity diversity as a lifestyle factor to alleviate loneliness and chronic pain,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1161_JAHA_122_027374,Workplace discrimination and risk of hypertension: Findings from a prospective cohort study in the United States,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_3389_fpain_2023_1213750,The mediating effect of allostatic load on the association between life course socioeconomic disadvantage and chronic pain: A prospective finding from the National Survey of Midlife Development in the United States,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_jad_2023_08_123,A marginal structural model analysis for the effect modification by education on the association between cancer diagnosis history and major depressive symptoms: Findings from midlife development in the U,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_jad_2023_02_150,"Depressive symptoms, anxiety and social stress are associated with diminished cardiovascular reactivity in a psychological treatment-naive population",2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_ahr_2023_100142,Parenting style in childhood and depressive symptoms among family caregivers in middle and later adulthood in the United States: The role of perceived control,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_intell_2023_101759,Remember this: Age moderation of genetic and environmental contributions to verbal episodic memory from midlife through late adulthood,2023,7,"Domain 7: age, differences, subjective, cognitive",FALSE
midus_doi_10_1037_pspa0000327,"The mutual constitution of culture and psyche: The bidirectional relationship between individuals' perceived control and cultural tightness-looseness Journal of Personality and Social Psychology, 124(5), 901-916",2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1007_s10902_022_00599_y,"Earnings, intersectional earnings inequality, disappointment in one's life achievements and life (dis)satisfaction",2023,5,"Domain 5: life, satisfaction, purpose, later",FALSE
midus_doi_10_1016_j_ijintrel_2023_101805,Discrimination and cognitive failures in Singapore and the US: An investigation of between- and within-persons associations through multilevel modelling,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1017_thg_2023_44,Genetic and familial influences on self-perception in early childhood and self-esteem in adulthood: A cross-sectional analysis,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_2486_indhealth_2021_0233,Increased job strain and cardiovascular disease mortality: A prospective cohort study in US workers,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_psyneuen_2023_106117,"Towards a consensus definition of allostatic load: A multi-cohort, multi-system, multi-biomarker individual participant data (IPD) meta-analysis",2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1093_emph_eoac039,Sound reasons for unsound sleep: Comparative support for the sentinel hypothesis in industrial and nonindustrial groups,2023,2,"Domain 2: sleep, quality, population, adults",FALSE
midus_doi_10_1080_13607863_2023_2165623,Sense of control and likelihood of prescription drug misuse 10-years later among middle-aged and older adults,2023,8,"Domain 8: adults, older, middle, aged",FALSE
midus_doi_10_1177_0192513x211064877,Familial predictors of alcohol and drug use-related problems among middle-aged and older adults,2023,8,"Domain 8: adults, older, middle, aged",FALSE
midus_doi_10_1111_dar_13721,Within-person associations between alcohol use and memory lapses among middle-aged and older adults,2023,8,"Domain 8: adults, older, middle, aged",FALSE
midus_doi_10_1080_13607863_2022_2084715,Spousal loss and cognitive function: The importance of gender and multiple dimensions of marital quality,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1186_s12877_023_04363_6,Individual differences in frequency and impact of daily memory lapses: Results from a national lifespan sample,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1080_03623319_2020_1756175,"Overnight work-travel, work-to-family conflict, and psychological distress",2023,3,"Domain 3: psychological, well, social, health",FALSE
midus_doi_10_1016_j_bbi_2023_06_022,Incorporating causal inference perspectives into psychoneuroimmunology: A simulation study highlighting concerns about controlling for adiposity in immunopsychiatry,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1111_jftr_12520,Defining and measuring singlehood in family studies,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_biopsycho_2023_108548,Physical activity and cortisol regulation: A meta-analysis,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1007_s42761_023_00209_x,Daily affective dynamics in major depressive disorder: The role of daily stressors and positive events,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1111_jrh_12734,The charm of country life? Impact of rural childhood residence on physical and mental health in later life,2023,5,"Domain 5: life, satisfaction, purpose, later",FALSE
midus_doi_10_1177_21568693231161108,Work stressors and the buffering functions of the sense of control in the United States and Japan: A test of the diminished buffering hypothesis,2023,4,"Domain 4: health, social, daily, midlife",FALSE
midus_doi_10_1016_j_paid_2023_112140,Personality profiles and health behaviors among sexual minority middle-aged and older adults: Identifying resilience through latent profile analysis,2023,8,"Domain 8: adults, older, middle, aged",FALSE
